,S_no,center_id,center_name,csa,cva,hol,awareness,crowd
2346,2346,123,ATLAS HOSPITAL,62,49,0,0.43,0.34391341908969647
2347,2347,123,ATLAS HOSPITAL,70,45,0,0.43,0.29213362848297686
2348,2348,123,ATLAS HOSPITAL,111,141,0,0.43,0.3287081990701639
2349,2349,123,ATLAS HOSPITAL,123,108,0,0.43,0.25062691786541386
2350,2350,123,ATLAS HOSPITAL,165,103,1,0.43,0.44636105243101026
2351,2351,123,ATLAS HOSPITAL,66,120,1,0.43,0.5312543777376907
2352,2352,123,ATLAS HOSPITAL,73,15,1,0.43,0.5948042919423024
2353,2353,123,ATLAS HOSPITAL,92,22,1,0.43,0.6509477089307084
2354,2354,123,ATLAS HOSPITAL,169,159,1,0.43,0.4653930616989966
2355,2355,123,ATLAS HOSPITAL,49,192,1,0.43,0.5040214149629638
2356,2356,123,ATLAS HOSPITAL,170,46,1,0.43,0.5470807327506935
2357,2357,123,ATLAS HOSPITAL,52,165,1,0.43,0.5168332426746045
2358,2358,123,ATLAS HOSPITAL,108,106,1,0.43,0.49002137855195266
2359,2359,123,ATLAS HOSPITAL,159,135,1,0.43,0.4747323024414039
2360,2360,123,ATLAS HOSPITAL,62,93,1,0.43,0.5629623732816037
2361,2361,123,ATLAS HOSPITAL,123,144,1,0.43,0.5265131871987923
2362,2362,123,ATLAS HOSPITAL,94,189,1,0.43,0.461827402419153
2363,2363,123,ATLAS HOSPITAL,163,31,1,0.43,0.5820795245309529
2364,2364,123,ATLAS HOSPITAL,161,183,1,0.43,0.48490558698251174
2365,2365,123,ATLAS HOSPITAL,27,34,1,0.43,0.5876830345993769
2366,2366,123,ATLAS HOSPITAL,150,164,1,0.43,0.43038144370188963
2367,2367,123,ATLAS HOSPITAL,126,95,1,0.43,0.4826174468434194
2368,2368,123,ATLAS HOSPITAL,103,169,1,0.43,0.5358695001827479
2369,2369,123,ATLAS HOSPITAL,70,173,1,0.43,0.4882977379153548
2370,2370,123,ATLAS HOSPITAL,153,61,1,0.43,0.4815455885167358
2371,2371,123,ATLAS HOSPITAL,6,101,1,0.43,0.6578205050047459
2372,2372,123,ATLAS HOSPITAL,74,123,1,0.43,0.5652688868667247
2373,2373,123,ATLAS HOSPITAL,162,156,1,0.43,0.44390564880411043
2374,2374,123,ATLAS HOSPITAL,91,77,1,0.43,0.5053914049583356
2375,2375,123,ATLAS HOSPITAL,139,20,1,0.43,0.5394695174913112
2376,2376,123,ATLAS HOSPITAL,9,1,1,0.43,0.8292178244305923
2377,2377,123,ATLAS HOSPITAL,146,70,1,0.43,0.4388074131677504
2378,2378,123,ATLAS HOSPITAL,141,71,1,0.43,0.4971277609608098
2379,2379,123,ATLAS HOSPITAL,125,194,1,0.43,0.4606043974323562
2380,2380,123,ATLAS HOSPITAL,27,44,1,0.43,0.7436779037400107
2381,2381,123,ATLAS HOSPITAL,155,82,1,0.43,0.4873335436308956
2382,2382,123,ATLAS HOSPITAL,74,146,1,0.43,0.5735173712605992
2383,2383,123,ATLAS HOSPITAL,122,171,1,0.43,0.43629440323825086
2384,2384,123,ATLAS HOSPITAL,36,20,1,0.43,0.5297695936866055
2385,2385,123,ATLAS HOSPITAL,154,73,1,0.43,0.49084572789059666
2386,2386,123,ATLAS HOSPITAL,52,173,1,0.43,0.5890243503769321
2387,2387,123,ATLAS HOSPITAL,140,146,1,0.43,0.5174779106668205
2388,2388,123,ATLAS HOSPITAL,157,85,1,0.43,0.5573130032532038
2389,2389,123,ATLAS HOSPITAL,155,26,1,0.43,0.4943315771032931
2390,2390,123,ATLAS HOSPITAL,155,131,1,0.43,0.5193549747895799
2391,2391,123,ATLAS HOSPITAL,19,61,1,0.43,0.5608458134348338
2392,2392,123,ATLAS HOSPITAL,34,63,1,0.43,0.6071679369762963
2393,2393,123,ATLAS HOSPITAL,101,153,1,0.43,0.4712543975912401
2394,2394,123,ATLAS HOSPITAL,81,35,1,0.43,0.6044634301306755
2395,2395,123,ATLAS HOSPITAL,90,82,1,0.43,0.5085806762470453
2396,2396,123,ATLAS HOSPITAL,23,157,1,0.43,0.49585295987980427
2397,2397,123,ATLAS HOSPITAL,8,87,1,0.43,0.5666972538295831
2398,2398,123,ATLAS HOSPITAL,196,72,1,0.43,0.4240507315717754
2399,2399,123,ATLAS HOSPITAL,142,190,1,0.43,0.4579716112572203
2400,2400,124,APPOLO HOSPITAL,95,188,0,0.3,0.21097828273294233
2401,2401,124,APPOLO HOSPITAL,69,168,0,0.3,0.28655152124826855
2402,2402,124,APPOLO HOSPITAL,188,24,0,0.3,0.2849113160360175
2403,2403,124,APPOLO HOSPITAL,27,50,0,0.3,0.28674165056425316
2404,2404,124,APPOLO HOSPITAL,32,80,0,0.3,0.313847514770459
2405,2405,124,APPOLO HOSPITAL,96,81,0,0.3,0.2613217492644578
2406,2406,124,APPOLO HOSPITAL,145,175,0,0.3,0.1988079286594271
2407,2407,124,APPOLO HOSPITAL,123,175,0,0.3,0.21275330895187672
2408,2408,124,APPOLO HOSPITAL,76,158,0,0.3,0.3547996740681119
2409,2409,124,APPOLO HOSPITAL,62,120,0,0.3,0.3545384947663487
2410,2410,124,APPOLO HOSPITAL,78,17,0,0.3,0.4183548835797325
2411,2411,124,APPOLO HOSPITAL,163,153,0,0.3,0.21869414669846066
2412,2412,124,APPOLO HOSPITAL,9,10,0,0.3,0.46429172865252033
2413,2413,124,APPOLO HOSPITAL,103,1,0,0.3,0.37127536479203704
2414,2414,124,APPOLO HOSPITAL,121,53,0,0.3,0.21946512708343097
2415,2415,124,APPOLO HOSPITAL,4,105,0,0.3,0.3647306534219491
2416,2416,124,APPOLO HOSPITAL,7,29,0,0.3,0.39004571620437256
2417,2417,124,APPOLO HOSPITAL,198,147,0,0.3,0.21659168787756533
2418,2418,124,APPOLO HOSPITAL,55,35,0,0.3,0.26278629317461044
2419,2419,124,APPOLO HOSPITAL,149,120,0,0.3,0.29143340355615455
2420,2420,124,APPOLO HOSPITAL,115,26,0,0.3,0.3237911364146546
2421,2421,124,APPOLO HOSPITAL,110,106,0,0.3,0.2265211996918117
2422,2422,124,APPOLO HOSPITAL,83,124,0,0.3,0.2788612911431787
2423,2423,124,APPOLO HOSPITAL,190,48,0,0.3,0.2191115433621778
2424,2424,124,APPOLO HOSPITAL,90,151,0,0.3,0.23908241690332005
2425,2425,124,APPOLO HOSPITAL,89,145,0,0.3,0.23423079957800103
2426,2426,124,APPOLO HOSPITAL,149,33,0,0.3,0.2339073683076247
2427,2427,124,APPOLO HOSPITAL,163,79,0,0.3,0.25881858151875264
2428,2428,124,APPOLO HOSPITAL,50,91,0,0.3,0.2603135624636921
2429,2429,124,APPOLO HOSPITAL,150,112,0,0.3,0.23546331738545856
2430,2430,124,APPOLO HOSPITAL,145,164,0,0.3,0.23090500894273208
2431,2431,124,APPOLO HOSPITAL,141,140,0,0.3,0.20305471896874183
2432,2432,124,APPOLO HOSPITAL,85,189,0,0.3,0.2698308083508091
2433,2433,124,APPOLO HOSPITAL,68,150,0,0.3,0.2650952185518086
2434,2434,124,APPOLO HOSPITAL,89,181,0,0.3,0.22095346254478643
2435,2435,124,APPOLO HOSPITAL,36,34,0,0.3,0.2736564680073956
2436,2436,124,APPOLO HOSPITAL,20,117,0,0.3,0.43016063645843106
2437,2437,124,APPOLO HOSPITAL,109,31,0,0.3,0.28999538833624
2438,2438,124,APPOLO HOSPITAL,67,84,0,0.3,0.2707715551448613
2439,2439,124,APPOLO HOSPITAL,124,105,0,0.3,0.20189241961235702
2440,2440,124,APPOLO HOSPITAL,125,141,0,0.3,0.21390334946444944
2441,2441,124,APPOLO HOSPITAL,70,131,0,0.3,0.3092470896330761
2442,2442,124,APPOLO HOSPITAL,197,117,0,0.3,0.2245776373074092
2443,2443,124,APPOLO HOSPITAL,145,149,0,0.3,0.22903869914384523
2444,2444,124,APPOLO HOSPITAL,144,116,0,0.3,0.24839154133718344
2445,2445,124,APPOLO HOSPITAL,196,178,0,0.3,0.20272454531268333
2446,2446,124,APPOLO HOSPITAL,67,116,0,0.3,0.34028674364617356
2447,2447,124,APPOLO HOSPITAL,166,142,0,0.3,0.2740912316543006
2448,2448,124,APPOLO HOSPITAL,19,14,0,0.3,0.5182312330476605
2449,2449,124,APPOLO HOSPITAL,67,72,0,0.3,0.35966844438976464
2450,2450,124,APPOLO HOSPITAL,91,169,1,0.3,0.44973130361731806
2451,2451,124,APPOLO HOSPITAL,52,181,1,0.3,0.5139394543452194
2452,2452,124,APPOLO HOSPITAL,141,96,1,0.3,0.4179486670304837
2453,2453,124,APPOLO HOSPITAL,78,136,1,0.3,0.4943507410827051
2454,2454,124,APPOLO HOSPITAL,121,125,1,0.3,0.470854512338859
2455,2455,124,APPOLO HOSPITAL,47,150,1,0.3,0.47078674479508287
2456,2456,124,APPOLO HOSPITAL,56,155,1,0.3,0.46010740857652704
2457,2457,124,APPOLO HOSPITAL,167,1,1,0.3,0.5589070444622752
2458,2458,124,APPOLO HOSPITAL,168,23,1,0.3,0.5094717332651452
2459,2459,124,APPOLO HOSPITAL,193,107,1,0.3,0.41239734871472206
2460,2460,124,APPOLO HOSPITAL,145,48,1,0.3,0.4754099977449753
2461,2461,124,APPOLO HOSPITAL,19,83,1,0.3,0.45795493193610803
2462,2462,124,APPOLO HOSPITAL,156,57,1,0.3,0.49795810999052814
2463,2463,124,APPOLO HOSPITAL,50,51,1,0.3,0.521877499124788
2464,2464,124,APPOLO HOSPITAL,111,165,1,0.3,0.44803136512432407
2465,2465,124,APPOLO HOSPITAL,181,71,1,0.3,0.47352898147353983
2466,2466,124,APPOLO HOSPITAL,158,90,1,0.3,0.4205487861879414
2467,2467,124,APPOLO HOSPITAL,198,113,1,0.3,0.4782324295325586
2468,2468,124,APPOLO HOSPITAL,9,157,1,0.3,0.4942195524221065
2469,2469,124,APPOLO HOSPITAL,40,152,1,0.3,0.5590031071350735
2470,2470,124,APPOLO HOSPITAL,55,160,1,0.3,0.5200484778392808
2471,2471,124,APPOLO HOSPITAL,190,72,1,0.3,0.41774191559074547
2472,2472,124,APPOLO HOSPITAL,80,74,1,0.3,0.4726153096765924
2473,2473,124,APPOLO HOSPITAL,54,152,1,0.3,0.479115956462804
2474,2474,124,APPOLO HOSPITAL,4,116,1,0.3,0.6661524603342097
2475,2475,124,APPOLO HOSPITAL,104,42,1,0.3,0.5610867354111306
2476,2476,124,APPOLO HOSPITAL,121,0,1,0.3,0.5836678823146576
2477,2477,124,APPOLO HOSPITAL,145,4,1,0.3,0.47813043329799465
2478,2478,124,APPOLO HOSPITAL,125,29,1,0.3,0.4716293498497038
2479,2479,124,APPOLO HOSPITAL,81,80,1,0.3,0.5356697890625294
2480,2480,124,APPOLO HOSPITAL,53,145,1,0.3,0.5303344412494286
2481,2481,124,APPOLO HOSPITAL,176,25,1,0.3,0.5489140054146009
2482,2482,124,APPOLO HOSPITAL,93,170,1,0.3,0.47904702163488005
2483,2483,124,APPOLO HOSPITAL,181,138,1,0.3,0.49270989939713666
2484,2484,124,APPOLO HOSPITAL,45,70,1,0.3,0.6144615050852495
2485,2485,124,APPOLO HOSPITAL,191,49,1,0.3,0.4705395985262707
2486,2486,124,APPOLO HOSPITAL,33,115,1,0.3,0.708832322033538
2487,2487,124,APPOLO HOSPITAL,111,3,1,0.3,0.5260474790213153
2488,2488,124,APPOLO HOSPITAL,85,79,1,0.3,0.5178865080087472
2489,2489,124,APPOLO HOSPITAL,144,103,1,0.3,0.3958457231580984
2490,2490,124,APPOLO HOSPITAL,126,194,1,0.3,0.4287434829145157
2491,2491,124,APPOLO HOSPITAL,130,153,1,0.3,0.4746506235782797
2492,2492,124,APPOLO HOSPITAL,119,92,1,0.3,0.4683445603782513
2493,2493,124,APPOLO HOSPITAL,39,61,1,0.3,0.48173697913839814
2494,2494,124,APPOLO HOSPITAL,140,97,1,0.3,0.44307073020137955
2495,2495,124,APPOLO HOSPITAL,97,35,1,0.3,0.4572672063483034
2496,2496,124,APPOLO HOSPITAL,107,106,1,0.3,0.4411036086932028
2497,2497,124,APPOLO HOSPITAL,153,67,1,0.3,0.46285699015868104
2498,2498,124,APPOLO HOSPITAL,148,105,1,0.3,0.38906461855332686
2499,2499,124,APPOLO HOSPITAL,195,94,1,0.3,0.3961764757046754
2500,2500,125,Chandrasekara Hospital,144,171,0,0.07,0.156129332742046
2501,2501,125,Chandrasekara Hospital,190,83,0,0.07,0.16860027571776293
2502,2502,125,Chandrasekara Hospital,23,159,0,0.07,0.3684343848446878
2503,2503,125,Chandrasekara Hospital,92,130,0,0.07,0.23153099622897855
2504,2504,125,Chandrasekara Hospital,118,192,0,0.07,0.15447819440892474
2505,2505,125,Chandrasekara Hospital,94,80,0,0.07,0.23079423127395457
2506,2506,125,Chandrasekara Hospital,116,96,0,0.07,0.1646965933056836
2507,2507,125,Chandrasekara Hospital,179,182,0,0.07,0.16410970078355216
2508,2508,125,Chandrasekara Hospital,185,115,0,0.07,0.24792581794901442
2509,2509,125,Chandrasekara Hospital,87,98,0,0.07,0.18026302793962268
2510,2510,125,Chandrasekara Hospital,55,150,0,0.07,0.2297481141723884
2511,2511,125,Chandrasekara Hospital,5,70,0,0.07,0.21508289002456438
2512,2512,125,Chandrasekara Hospital,125,80,0,0.07,0.20215183482073595
2513,2513,125,Chandrasekara Hospital,108,175,0,0.07,0.17861507643745794
2514,2514,125,Chandrasekara Hospital,8,6,0,0.07,0.4858368684016269
2515,2515,125,Chandrasekara Hospital,88,23,0,0.07,0.25964987998056926
2516,2516,125,Chandrasekara Hospital,40,16,0,0.07,0.40512856072255804
2517,2517,125,Chandrasekara Hospital,87,166,0,0.07,0.16618108126070635
2518,2518,125,Chandrasekara Hospital,185,65,0,0.07,0.1784294759401221
2519,2519,125,Chandrasekara Hospital,32,57,0,0.07,0.34903141005948257
2520,2520,125,Chandrasekara Hospital,173,35,0,0.07,0.22526783687384894
2521,2521,125,Chandrasekara Hospital,158,104,0,0.07,0.1711794095179654
2522,2522,125,Chandrasekara Hospital,144,67,0,0.07,0.17912063164057107
2523,2523,125,Chandrasekara Hospital,101,71,0,0.07,0.1913647579831064
2524,2524,125,Chandrasekara Hospital,101,38,0,0.07,0.17787066732557366
2525,2525,125,Chandrasekara Hospital,27,10,0,0.07,0.23249028468949642
2526,2526,125,Chandrasekara Hospital,156,67,0,0.07,0.20741579991776082
2527,2527,125,Chandrasekara Hospital,158,61,0,0.07,0.17872324634799935
2528,2528,125,Chandrasekara Hospital,7,123,0,0.07,0.3954086334524396
2529,2529,125,Chandrasekara Hospital,185,74,0,0.07,0.18918012183995844
2530,2530,125,Chandrasekara Hospital,121,147,0,0.07,0.22757897416585543
2531,2531,125,Chandrasekara Hospital,6,38,0,0.07,0.3000572055156629
2532,2532,125,Chandrasekara Hospital,123,116,0,0.07,0.23684227506936775
2533,2533,125,Chandrasekara Hospital,105,110,0,0.07,0.1647533656229541
2534,2534,125,Chandrasekara Hospital,44,101,0,0.07,0.20637723074549139
2535,2535,125,Chandrasekara Hospital,168,145,0,0.07,0.2484693735703019
2536,2536,125,Chandrasekara Hospital,75,110,0,0.07,0.20901816201420642
2537,2537,125,Chandrasekara Hospital,28,66,0,0.07,0.199595590371498
2538,2538,125,Chandrasekara Hospital,5,43,0,0.07,0.4172501984340621
2539,2539,125,Chandrasekara Hospital,44,43,0,0.07,0.307724951015806
2540,2540,125,Chandrasekara Hospital,103,182,0,0.07,0.17778595361679922
2541,2541,125,Chandrasekara Hospital,53,6,0,0.07,0.2594925004984609
2542,2542,125,Chandrasekara Hospital,55,18,0,0.07,0.2553805521377012
2543,2543,125,Chandrasekara Hospital,21,68,0,0.07,0.38506747210416825
2544,2544,125,Chandrasekara Hospital,154,92,0,0.07,0.1967602698884967
2545,2545,125,Chandrasekara Hospital,35,91,0,0.07,0.29696975305445794
2546,2546,125,Chandrasekara Hospital,4,140,0,0.07,0.4329516295286047
2547,2547,125,Chandrasekara Hospital,150,18,0,0.07,0.24183082898490102
2548,2548,125,Chandrasekara Hospital,2,63,0,0.07,0.4193036190589886
2549,2549,125,Chandrasekara Hospital,17,134,0,0.07,0.3679929161732233
2550,2550,125,Chandrasekara Hospital,55,96,1,0.07,0.4189735416424791
2551,2551,125,Chandrasekara Hospital,12,120,1,0.07,0.6213036504784264
2552,2552,125,Chandrasekara Hospital,199,193,1,0.07,0.3647197903331995
2553,2553,125,Chandrasekara Hospital,65,64,1,0.07,0.552176882490535
2554,2554,125,Chandrasekara Hospital,38,103,1,0.07,0.47289205794721456
2555,2555,125,Chandrasekara Hospital,57,152,1,0.07,0.4321190186818034
2556,2556,125,Chandrasekara Hospital,135,119,1,0.07,0.4650640224186267
2557,2557,125,Chandrasekara Hospital,46,131,1,0.07,0.469571613087962
2558,2558,125,Chandrasekara Hospital,83,44,1,0.07,0.5255890783230021
2559,2559,125,Chandrasekara Hospital,60,94,1,0.07,0.49611478204646886
2560,2560,125,Chandrasekara Hospital,99,74,1,0.07,0.4672799000913767
2561,2561,125,Chandrasekara Hospital,5,78,1,0.07,0.517854130190689
2562,2562,125,Chandrasekara Hospital,17,45,1,0.07,0.6312994892547812
2563,2563,125,Chandrasekara Hospital,128,24,1,0.07,0.48427515012648464
2564,2564,125,Chandrasekara Hospital,167,185,1,0.07,0.3853011419841529
2565,2565,125,Chandrasekara Hospital,38,188,1,0.07,0.43398733741737533
2566,2566,125,Chandrasekara Hospital,74,11,1,0.07,0.6040770896404383
2567,2567,125,Chandrasekara Hospital,180,37,1,0.07,0.39163904773004055
2568,2568,125,Chandrasekara Hospital,184,145,1,0.07,0.4248158331475303
2569,2569,125,Chandrasekara Hospital,185,28,1,0.07,0.40068583916733713
2570,2570,125,Chandrasekara Hospital,113,121,1,0.07,0.4222716158098942
2571,2571,125,Chandrasekara Hospital,25,48,1,0.07,0.528987625912005
2572,2572,125,Chandrasekara Hospital,134,64,1,0.07,0.44645249447188196
2573,2573,125,Chandrasekara Hospital,199,17,1,0.07,0.4457252692759854
2574,2574,125,Chandrasekara Hospital,130,99,1,0.07,0.38026763601592317
2575,2575,125,Chandrasekara Hospital,165,144,1,0.07,0.44466699324464515
2576,2576,125,Chandrasekara Hospital,57,41,1,0.07,0.45214528325680237
2577,2577,125,Chandrasekara Hospital,148,120,1,0.07,0.46053684326234007
2578,2578,125,Chandrasekara Hospital,62,16,1,0.07,0.5182929986824347
2579,2579,125,Chandrasekara Hospital,94,18,1,0.07,0.4677046495836653
2580,2580,125,Chandrasekara Hospital,22,135,1,0.07,0.4539076052953199
2581,2581,125,Chandrasekara Hospital,123,105,1,0.07,0.35429471340216145
2582,2582,125,Chandrasekara Hospital,14,115,1,0.07,0.45066804928668314
2583,2583,125,Chandrasekara Hospital,17,8,1,0.07,0.6909063741765026
2584,2584,125,Chandrasekara Hospital,4,179,1,0.07,0.4170844871664564
2585,2585,125,Chandrasekara Hospital,65,61,1,0.07,0.4229312292426013
2586,2586,125,Chandrasekara Hospital,108,181,1,0.07,0.40820139207960104
2587,2587,125,Chandrasekara Hospital,143,64,1,0.07,0.37588490733155167
2588,2588,125,Chandrasekara Hospital,88,17,1,0.07,0.4984391546039672
2589,2589,125,Chandrasekara Hospital,158,176,1,0.07,0.3890238249216639
2590,2590,125,Chandrasekara Hospital,86,95,1,0.07,0.4788200635926638
2591,2591,125,Chandrasekara Hospital,90,194,1,0.07,0.3562352404865779
2592,2592,125,Chandrasekara Hospital,40,130,1,0.07,0.4486975851012076
2593,2593,125,Chandrasekara Hospital,25,73,1,0.07,0.5669738531986671
2594,2594,125,Chandrasekara Hospital,61,170,1,0.07,0.4140482467635898
2595,2595,125,Chandrasekara Hospital,100,64,1,0.07,0.3958205551159162
2596,2596,125,Chandrasekara Hospital,160,116,1,0.07,0.5501008918968124
2597,2597,125,Chandrasekara Hospital,166,156,1,0.07,0.42754708358631116
2598,2598,125,Chandrasekara Hospital,138,69,1,0.07,0.4000629820627413
2599,2599,125,Chandrasekara Hospital,35,77,1,0.07,0.4968593823016262
2600,2600,126,Lakshmi Hospital,152,38,0,0.34,0.325842141883558
2601,2601,126,Lakshmi Hospital,44,189,0,0.34,0.27274825316529794
2602,2602,126,Lakshmi Hospital,131,41,0,0.34,0.269400425183108
2603,2603,126,Lakshmi Hospital,88,97,0,0.34,0.29993364493204944
2604,2604,126,Lakshmi Hospital,64,129,0,0.34,0.3576011645129522
2605,2605,126,Lakshmi Hospital,173,194,0,0.34,0.19052880501203381
2606,2606,126,Lakshmi Hospital,85,187,0,0.34,0.23597098299725
2607,2607,126,Lakshmi Hospital,193,133,0,0.34,0.26017040082393683
2608,2608,126,Lakshmi Hospital,139,30,0,0.34,0.2666232402692188
2609,2609,126,Lakshmi Hospital,99,140,0,0.34,0.26165131137062936
2610,2610,126,Lakshmi Hospital,83,200,0,0.34,0.20777088067579413
2611,2611,126,Lakshmi Hospital,141,192,0,0.34,0.19315005459745535
2612,2612,126,Lakshmi Hospital,95,31,0,0.34,0.36533081529214995
2613,2613,126,Lakshmi Hospital,158,7,0,0.34,0.2740639517165556
2614,2614,126,Lakshmi Hospital,51,192,0,0.34,0.30120355661714615
2615,2615,126,Lakshmi Hospital,89,104,0,0.34,0.25335937750700144
2616,2616,126,Lakshmi Hospital,190,175,0,0.34,0.21429569716511465
2617,2617,126,Lakshmi Hospital,158,104,0,0.34,0.2262478289991086
2618,2618,126,Lakshmi Hospital,106,159,0,0.34,0.22678912633013723
2619,2619,126,Lakshmi Hospital,167,2,0,0.34,0.39223380421908427
2620,2620,126,Lakshmi Hospital,143,112,0,0.34,0.23605882190683572
2621,2621,126,Lakshmi Hospital,143,54,0,0.34,0.21598946051947887
2622,2622,126,Lakshmi Hospital,11,116,0,0.34,0.3967775769085834
2623,2623,126,Lakshmi Hospital,121,56,0,0.34,0.2579905284026274
2624,2624,126,Lakshmi Hospital,113,131,0,0.34,0.29827754702409104
2625,2625,126,Lakshmi Hospital,167,64,0,0.34,0.29377159566012073
2626,2626,126,Lakshmi Hospital,140,84,0,0.34,0.19860556456250308
2627,2627,126,Lakshmi Hospital,175,37,0,0.34,0.3329028845863148
2628,2628,126,Lakshmi Hospital,126,26,0,0.34,0.3042885881995251
2629,2629,126,Lakshmi Hospital,135,128,0,0.34,0.2444568660807534
2630,2630,126,Lakshmi Hospital,90,181,0,0.34,0.22059932587638595
2631,2631,126,Lakshmi Hospital,175,94,0,0.34,0.23775627157534537
2632,2632,126,Lakshmi Hospital,138,89,0,0.34,0.21902458309649186
2633,2633,126,Lakshmi Hospital,43,143,0,0.34,0.3657682101046574
2634,2634,126,Lakshmi Hospital,10,156,0,0.34,0.4009214996196918
2635,2635,126,Lakshmi Hospital,69,151,0,0.34,0.25684454468344886
2636,2636,126,Lakshmi Hospital,64,134,0,0.34,0.36174618941965314
2637,2637,126,Lakshmi Hospital,178,186,0,0.34,0.21919473409845341
2638,2638,126,Lakshmi Hospital,28,69,0,0.34,0.3478054232965414
2639,2639,126,Lakshmi Hospital,114,14,0,0.34,0.30483638617513253
2640,2640,126,Lakshmi Hospital,112,168,0,0.34,0.20510596092314015
2641,2641,126,Lakshmi Hospital,14,67,0,0.34,0.32175501916987415
2642,2642,126,Lakshmi Hospital,52,149,0,0.34,0.3323848818558379
2643,2643,126,Lakshmi Hospital,73,7,0,0.34,0.41325682262622937
2644,2644,126,Lakshmi Hospital,62,93,0,0.34,0.32483356497358934
2645,2645,126,Lakshmi Hospital,178,121,0,0.34,0.23308708400146816
2646,2646,126,Lakshmi Hospital,195,50,0,0.34,0.24007197234485228
2647,2647,126,Lakshmi Hospital,40,95,0,0.34,0.31981203102615446
2648,2648,126,Lakshmi Hospital,17,176,0,0.34,0.2702611056112356
2649,2649,126,Lakshmi Hospital,129,28,0,0.34,0.2784225295645242
2650,2650,126,Lakshmi Hospital,61,139,1,0.34,0.6354153139221425
2651,2651,126,Lakshmi Hospital,99,32,1,0.34,0.5784480507572695
2652,2652,126,Lakshmi Hospital,10,147,1,0.34,0.5594154314872382
2653,2653,126,Lakshmi Hospital,123,47,1,0.34,0.47280188924146815
2654,2654,126,Lakshmi Hospital,163,121,1,0.34,0.5540494869602232
2655,2655,126,Lakshmi Hospital,123,37,1,0.34,0.5325145417220752
2656,2656,126,Lakshmi Hospital,132,108,1,0.34,0.4128342766331101
2657,2657,126,Lakshmi Hospital,85,192,1,0.34,0.50219726578982
2658,2658,126,Lakshmi Hospital,91,45,1,0.34,0.5139276998689554
2659,2659,126,Lakshmi Hospital,125,177,1,0.34,0.4285535924920959
2660,2660,126,Lakshmi Hospital,92,163,1,0.34,0.5022685935880631
2661,2661,126,Lakshmi Hospital,39,30,1,0.34,0.6794603996086415
2662,2662,126,Lakshmi Hospital,47,23,1,0.34,0.5689389742799191
2663,2663,126,Lakshmi Hospital,164,56,1,0.34,0.45805789323236296
2664,2664,126,Lakshmi Hospital,30,168,1,0.34,0.4891018004445818
2665,2665,126,Lakshmi Hospital,2,67,1,0.34,0.5249745934846236
2666,2666,126,Lakshmi Hospital,174,92,1,0.34,0.4517814449620018
2667,2667,126,Lakshmi Hospital,107,190,1,0.34,0.48384100973105326
2668,2668,126,Lakshmi Hospital,157,43,1,0.34,0.5128162135869867
2669,2669,126,Lakshmi Hospital,141,99,1,0.34,0.441406789981142
2670,2670,126,Lakshmi Hospital,106,123,1,0.34,0.513713779818923
2671,2671,126,Lakshmi Hospital,67,125,1,0.34,0.5630348085406922
2672,2672,126,Lakshmi Hospital,90,149,1,0.34,0.5076818682005274
2673,2673,126,Lakshmi Hospital,44,193,1,0.34,0.5260409849832732
2674,2674,126,Lakshmi Hospital,158,156,1,0.34,0.5047832206868124
2675,2675,126,Lakshmi Hospital,18,185,1,0.34,0.4676726027843039
2676,2676,126,Lakshmi Hospital,188,134,1,0.34,0.49274058571420654
2677,2677,126,Lakshmi Hospital,82,143,1,0.34,0.47158725666220014
2678,2678,126,Lakshmi Hospital,167,125,1,0.34,0.5358217982886783
2679,2679,126,Lakshmi Hospital,146,104,1,0.34,0.4141898266419998
2680,2680,126,Lakshmi Hospital,74,133,1,0.34,0.5676181953259372
2681,2681,126,Lakshmi Hospital,200,194,1,0.34,0.4196974671352326
2682,2682,126,Lakshmi Hospital,90,104,1,0.34,0.4565604188549021
2683,2683,126,Lakshmi Hospital,48,102,1,0.34,0.5568501666565926
2684,2684,126,Lakshmi Hospital,88,199,1,0.34,0.4621022260227378
2685,2685,126,Lakshmi Hospital,36,165,1,0.34,0.657006159795019
2686,2686,126,Lakshmi Hospital,10,31,1,0.34,0.7271094946334427
2687,2687,126,Lakshmi Hospital,84,127,1,0.34,0.5304551170368637
2688,2688,126,Lakshmi Hospital,108,170,1,0.34,0.47054944159803863
2689,2689,126,Lakshmi Hospital,175,53,1,0.34,0.5136658608134239
2690,2690,126,Lakshmi Hospital,46,43,1,0.34,0.6337581527774843
2691,2691,126,Lakshmi Hospital,107,33,1,0.34,0.5618165289982893
2692,2692,126,Lakshmi Hospital,171,63,1,0.34,0.45657809826679463
2693,2693,126,Lakshmi Hospital,107,49,1,0.34,0.5451042485474084
2694,2694,126,Lakshmi Hospital,32,200,1,0.34,0.5266780085022781
2695,2695,126,Lakshmi Hospital,116,188,1,0.34,0.45718770387408564
2696,2696,126,Lakshmi Hospital,34,60,1,0.34,0.549461555730404
2697,2697,126,Lakshmi Hospital,185,131,1,0.34,0.5264674402999515
2698,2698,126,Lakshmi Hospital,12,96,1,0.34,0.5284999858128208
2699,2699,126,Lakshmi Hospital,59,133,1,0.34,0.5335524366990867
2700,2700,127,VADAMALAYAN HOSPITALS,21,189,0,0.57,0.3843031072847369
2701,2701,127,VADAMALAYAN HOSPITALS,1,28,0,0.57,0.5083936963405793
2702,2702,127,VADAMALAYAN HOSPITALS,35,181,0,0.57,0.347252621227255
